Site;Domaine;Activité/Equipement;Type (Activité ou equipement ) ;Propriétaire;Danger;Mode Fonctionnement;Risque;Lieu;Manifestation;Dispositif de maitrise;Type de controle;Méthode de controle;Decription PA;Porteur;Dat de début;Date fin;Avancement du plan d'action;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité
Technopole;Intervention et nettoiement;Maintenance préventive & Nettoiement;1;;Déversement de produits toxiques, corosifs ( grésil, gasoil, acide...);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Utilisation acide qu'au moment de l'installation des batteries dans des salles fermées - Utilisation du grésil 2 fois par an au moment du désherbage - Les détergents utilisés pour le nettoiement sont dilués - Bac de rétention au niveau des cuves des GE;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Maintenance préventive;1;;Accumulation d'herbes après désherbage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le Contrat avec le sous traitant exige l'enlèvement des herbes après désherbage;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Gestions de la sous traitance;2;;Forte utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Communication sur les gestes verts dans intracom et démarrage windows - Avenant aux contrats avec les sous traitants pour intégrer les aspects QSE;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Exploitation;Gestion du stock;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une procédure de gestion des déchets;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Exploitation;Gestion du stock;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage;Pape Bakary DIEDHIOU;;31-12-2014;;Soldé;2;1;2;2
Technopole;Exploitation;Ingénieurs Supports;1;;Encombrement des sites par du matériel déposé ou hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une procédure de gestion des déchets;Préventif;Manuelle;;;;;;;2;2;4;2
Technopole;Exploitation;Ingénieurs Supports;1;;Encombrement des sites par du matériel déposé ou hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage;Pape Bakary DIEDHIOU;;31-12-2014;;Soldé;2;2;4;2
Technopole;Toutes les activités;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Vente de matériel réformé organisé par le chef d'établissement. Existence d'une procédureMatériel à réformer stocké au niveau de l'aire de stockage;Préventif;Manuelle;;;;;;;2;2;4;2
Technopole;Toutes les activités;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage ;Pape Bakary DIEDHIOU;;30-06-2015;;Soldé;2;2;4;2
Technopole;Intervention;Gestion des Dechets;1;;Ecoulement eau utilisé pour l'extinction du feu;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Incinération interdite au niveau des sites SONATEL;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence de contrat d'entretien trimestriel des GEBac de rétention au niveau des cuves des GEUtilisation d'un produit dépolluant en cas de déversement;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Nettoyer les cuves et la tuyauterie d'alimentation  pour détecter les fuites de carburant Remplacer le GE défectueux au niveau de Technopole (en cours);Pape Bakary DIEDHIOU;;31-12-2015;;Soldé;1;2;2;3
Technopole;Intervention;Groupes Electrogène;2;;Chiffons de nettoyage laissés sur place;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Le prestataire à l'obligation de remettre en l'état après entretien des groupes - Un contrôle pour certification est effectué par Sonatel avant que le sous traitant ne quitte se site;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Groupes Electrogène;2;;Cartouche, huile morte, batteries laissées sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Le prestataire à l'obligation de remettre en l'état après entretien des groupes - Un contrôle pour certification est effectué par Sonatel avant que le sous traitant ne quitte se site;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Groupes Electrogène;2;;Fuite ou rejet d'eau glycolée des groupes électrogènes fixes et mobiles;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Contrat d'entretien périodique des GE avec des prestataires - Visite quotidienne des équipements et des salles techniques par les agents de Sonatel(checklist);Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Stations d'energie;2;;Fuite d'électrolyte des accumulateurs ou d'un déversement accidentel;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une maintenance préventive des batteries;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Transformateurs HT;2;;Rejet de diélectrique (huile sans PCB/PCT);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Exsitence d'un contrat d'entretien des transformateurs tous les six mois;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Redresseurs et Onduleurs BT;2;;Déchets de matériel électrique et électronique des redresseurs onduleur basse tension;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Déchets de matériel électrique et électronique pris en compte dans la procédure de gestion des dechets;Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;Intervention;Répartiteur;2;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Vente des chutes de câbles à l'ANARS - Définition d'aires, de locaux de stockage pour les chutes de câbles - Mise en place de bacs de collecte au niveau de l'établissement - Communication sur les lieux de stockage;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Cables;2;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Vente des chutes de câbles à l'ANARS - Définition d'aires, de locaux de stockage pour les chutes de câbles - Mise en place de bacs de collecte au niveau de l'établissement - Communication sur les lieux de stockage;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Cables;2;;Fonte de la graisse sur le cable exposé;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Contrôle des travaux effectués par les sous traitants pour s'assurer de la bonne disposition des cables;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Contrat d'entretien de la climatisation - Existence d'installation pour l'évacuation des l'eau des climatiseurs - Dysfonctionnements signalés au prestataire;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Ordinateurs;2;;Rejet ordinateurs usagés et consommables informatiques;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Organisation du recyclage des cartouches d'imprimantes - Stockage dans des magasins - Les PC et serveurs HS sont aussi envoyés à la DAL - Une vente annuel est effectué sur le matériel réformé;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Batteries;2;;Fuite d'acide;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les batteries sont logées dans des locaux dédiés.Le fournisseur s'engage sur l'absence de fuite lors de la mise en serviceEntretien périodique des batteries;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Batteries;2;;Fuite de liquide corrosif;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les batteries sont logées dans des locaux dédiés.Le fournisseur s'engage sur l'absence de fuite lors de la mise en serviceEntretien périodique des batteries;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Terminaux telephoniques;1;;Encombrement des locaux par des terminaux HS;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Vente des terminaux HS par la DAL - Existence d'une procédure de gestion des déchets - Définition  d'aires, de locaux de stockage pour les chutes de câbles - Mise en place de bacs de collecte au niveau de l'établissement - Communication sur les lieux de stockage;Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;Intervention;mobiliers;2;;Encombrement par mobilier hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Vente de matériel réformé organisé par le chef d'établissement. Existence d'une procédure;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Modems et Routeurs;2;;Encombrement par modems et Routeurs hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une procédure de gestion des déchets;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Modems et Routeurs;2;;Encombrement par modems et Routeurs hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage;Pape Bakary DIEDHIOU;;31-12-2015;;Soldé;2;1;2;2
Technopole;Intervention;Imprimante;2;;Encombrement par cartouches déjà utilisées;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Organisation du recyclage des cartouches d'imprimantes : remise des cartouches usagées pour remplacement par des neuves;Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;;Véhicules;2;;Déversement d'huile des véhicules agents et visiteurs (dont prestataires);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Nettoement avec produit dépolluant;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Production (abonnés et ressources réseaux);1;;Non remise en l'état des remblais des tranchées après les travaux;Anormal;Pollution visuelle;Etres humains;; - La remise en l'état des lieux est précisé dans le CDC remis aux sous traitants. - Un contrôle des travaux des sous traitant est mis en place;Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;Intervention;Pylône;2;;Manque d'harmonie entre les installations et l'environnement;Normal;Pollution visuelle;Etres humains;;zone industrielle;Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;Toutes les activités;Toutes les activités;1;;Forte consommation d'eau;Anormal;Surconsommation d'eau;Ressources naturelles;;Installation d'un puit pour l'arrosageCommunication sur les gestes vertsSignalisation des fuites d'eau dans Gedal;Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;Exploitation;Choix des équipements informatiques;1;;Choix d'équipements polluants;Anormal;Surconsommation d'énergie;Ressources naturelles;;Environnement pris en compte dans le choix des équipementsClauses sur les aspects QSE dans les contrats avec les fournisseurs;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Exploitation;Supervision du réseaux;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Communication sur les gestes verts dans intracom et démarrage windows;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Contrôle opérationnel;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Communication sur les gestes verts dans intracom et démarrage windows;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Pilotage des interventions;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Communication sur les gestes verts dans intracom et démarrage windows;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Gestions de la sous traitance;2;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Communication sur les gestes verts dans intracom et démarrage windows;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Approvisionnement en stock;1;;Forte consommation de carburant;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Communication sur les gestes verts dans intracom et démarrage windows - Entretien régulier des véhicules et une procédure de réforme pour les véhicules - Dotation de carburant pour chaque véhicule (carte);Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Toutes les activités;Véhicules;2;;Forte consommation de carburant;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Communication sur les gestes verts dans intracom et démarrage windows - Entretien régulier des véhicules et une procédure de réforme pour les véhicules - Dotation de carburant pour chaque véhicule (carte);Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Production (abonnés et ressources réseaux);1;;Absence de balisage des chantiers;Anormal;Risque sur la  santé des Hommes;Etres humains;;Instructions sur la signalisation des chantiers TelecomExistence de fiches de contrôles des EPI et de conformité du chantier (balisage);Préventif;Manuelle;;;;;;;1;3;3;3
Technopole;Intervention;Gestion des Dechets;1;;Rejet de chaleur en cas d'incinération;Anormal;Risque sur la  santé des Hommes;Etres humains;;Interdiction d'insinerer. Prise en charge des besoins par DAL en collaboration avec (Sococim);Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Groupes Electrogène;2;;Vibrations du groupe électrogène;Normal;Risque sur la  santé des Hommes;Etres humains;;" - Les dalles qui supportent les groupes sont isolés du sol - Prise en compte de l'aspect """"vibration"""" des groupes electrogène dans les travaux d'ingénierie - Groupes isolés";Préventif;Manuelle;;;;;;;1;1;1;3
Technopole;Intervention;Pylône;2;;Absence de balisage des équipements aériens;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Le balisage diurne est mis en place (couleur rouge blanc) - Les pylones du technopole par rapport au sol ne dépassent pas 40 m - Plan de maintenance des pylônes;Préventif;Manuelle;;;;;;;1;3;3;3
Technopole;Intervention;Antenne;2;;Rayonnement électromagnétique des pylônes et antennes (téléphonie mobile et transmission hertzienne);Normal;Risque sur la  santé des Hommes;Etres humains;; - Limitation de l'accès aux sites - Règles de limitation des puissances en cas d'intervention Ex: arrêt de la BTS par secteur lors d'une intervention prolongée;Préventif;Manuelle;;;;;;;2;1;2;2
Technopole;Intervention;Véhicules;2;;Encombrement des véhicules par des outillages et matériels;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Existence d'instructions pour le respect des consignes incluant désencombrement des véhicules d'intervention - Contrôle des véhicules;Préventif;Manuelle;;;;;;;1;2;2;3
Technopole;Intervention;Batiment;2;;Paratonnerre ionisant (Paratonnerres et maillage de masse);Anormal;Risque sur la  santé des Hommes;Etres humains;;Installation de paratonnere Franklin à pointe non ionisant;Préventif;Manuelle;;;;;;;2;2;4;2
Technopole;Intervention;Batiment;2;;Prolifération de l'anophèle (paludisme) dans les eaux stagnantes;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Fourniture d'insecticide par la société de nettoiement - Programme de pulvérisation pré et post hivernale (2 fois par an) par la Mairie de Pikine;Préventif;Manuelle;;;;;;;2;2;4;2
Technopole;Intervention;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Risque sur la  santé des Hommes;Etres humains;;Maintenance des climatiseurs;Préventif;Manuelle;;;;;;;2;3;6;2
Technopole;Toutes les activités;Batiment;2;;Eaux pluviales;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence de voies de sortie des EP vers le système de drainage des eaux de Dalifort;Préventif;Manuelle;;;;;;;1;4;4;3
Thiaroye;Intervention;Intervention;1;;Expositions des poteaux dans les sites et dans la voie publique;Anormal;Pollution visuelle;Etres humains;;Définition d'une aire de stockage à l'arrière coursEnlèvement régulier des poteaux;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Intervention;1;;Expositions des poteaux dans les sites et dans la voie publique;Anormal;Pollution visuelle;Etres humains;;;Préventif;Manuelle;Aménager l'arrière cours (aire de stockage) pour le stockage des poteaux, cadres et trappes de chamb;;;31-12-2015;;Soldé;1;2;2;3
Thiaroye;Intervention;Intervention;1;;Installation d'equipement sur des toitures;Normal;Pollution visuelle;Etres humains;;Respect des normes d'ingéniérie pour l'installation des équipements et traitement (prise en charge dans les meilleurs délais) des réclamations éventuelles;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Intervention;1;;Manque d'harmonie entre les installations et l'environnement;Normal;Pollution visuelle;Etres humains;;Respect des normes d'ingénierie pour l'installation des équipements, prise en charge et traitement des réclamations éventuelles;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Groupe électrogène;1;;Déversement, fuite  de gasoil;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Livraison du carburant pour l'alimentation des GE par un fournisseur conformément aux dispositions contractuellesSupervision par un agent de CES;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Groupe électrogène;1;;Déversement, fuite  de gasoil;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Doter les cuves de jauges électriques;;;31-12-2015;;Soldé;2;2;4;2
Thiaroye;Intervention;Groupe électrogène;1;;Bruit des groupes;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;GE installé dans la cour loin des bureaux occupés par les agents du site;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Maintenance;1;;Encombrement des locaux par des terminaux HS;Anormal;Pollution visuelle;Etres humains;;Dotation de sacs en plastique pour le conditionnement des terminaux HS à transférer à Rufisque;Préventif;Manuelle;;;;;;;1;1;1;3
Thiaroye;Intervention;Maintenance;1;;Encombrement des locaux par des terminaux HS;Anormal;Pollution visuelle;Etres humains;;;Préventif;Manuelle;Doter les structures de sacs en plastique pour le conditionnement des terminaux HS à transférer à Ru;;;31-12-2015;;Soldé;1;1;1;3
Thiaroye;Intervention;Terminaux  telephoniques;1;;Encombrement des locaux par des terminaux HS;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Dotation de sacs en plastique pour le conditionnement des terminaux HS à transférer à Rufisque;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Terminaux  telephoniques;1;;Encombrement des locaux par des terminaux HS;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Doter les structures de sacs en plastique pour le conditionnement des terminaux HS à transférer à Ru;;;31-12-2015;;Soldé;1;2;2;3
Thiaroye;Exploitation;Maintenance;1;;Bruit des alarmes (incendie, détection de fumée, manque secteur, retour secteur…);Normal;Nuisance sonore;Etres humains, Faune;;Désactivation de l'alarme qui signale le retour secteur après une coupure d'électricité à Thiaroye;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Exploitation;Maintenance;1;;Bruit des alarmes (incendie, détection de fumée, manque secteur, retour secteur…);Normal;Nuisance sonore;Etres humains, Faune;;;Préventif;Manuelle;Etudier la possibilité de diminuer le son ou de supprimer l'alarme qui signale le retour secteur apr;;;31-12-2015;;Soldé;2;2;4;2
Thiaroye;Exploitation;Maintenance;1;;Bruit des onduleurs;Normal;Nuisance sonore;Etres humains, Faune;;Onduleurs dans des salles fermées;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Batiment;2;;Déversement eau des fosses septiques;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Vidanges rapprochés effectuésMise en place de cuves en plastique pour une meilleure étanchéité (éviter un remplissage rapide);Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Batiment;2;;Déversement eau des fosses septiques;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Mise en place de cuves en plastique pour une meilleure étanchéité (éviter un remplissage rapide);;;31-12-2015;;Soldé;1;2;2;3
Thiaroye;Intervention;BTS;2;;Bruit des  extracteurs d'air;Normal;Nuisance sonore;Etres humains, Faune;;Projets VMC en place : nouveaux climatiseurs, installations outdoorAlternance dans le fonctionnement des extracteurs d'air et des climatiseurs;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;BTS;2;;Bruit des  extracteurs d'air;Normal;Nuisance sonore;Etres humains, Faune;;;Préventif;Manuelle;Projets en cours : VMC, nouveaux climatiseurs, installations outdoor;;;31-12-2015;;Soldé;1;2;2;3
Thiaroye;Intervention;Climatiseurs;2;;Dégagement gaz (cfc, F12, F22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;;;;;;;2;4;8;2
Thiaroye;Intervention;Climatiseurs;2;;Dégagement gaz (cfc, F12, F22);Anormal;Pollution de l'air;Air;;;Préventif;Manuelle;Remplacement des climatiseurs par des climatiseurs qui n'utilisent pas du F22;;;31-12-2015;;Soldé;2;4;8;2
Thiaroye;Intervention;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Pollution de l'air;Air;;Existence d'un contrat de maintenance des climatiseurs;Préventif;Manuelle;;;;;;;2;4;8;2
Thiaroye;Intervention;Cohabitation avec la Poste;1;;Déversement eau des fosses septiques de la Poste;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Travaux de reprise de la fosse septique par la Poste;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Cohabitation avec la Poste;1;;Déversement eau des fosses septiques de la Poste;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Réunion avec la Poste pour statuer sur le probléme de la fosse septique de la Poste qui se trouve da;;;31-12-2015;;Soldé;1;2;2;3
Thiaroye;Intervention;Intervention;1;;Emballage des terminaux chez les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Point de contrôle durant le briefing sur le rapatriement des déchets;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Emballage des terminaux chez les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Sondage clients ou visites inopinées chez les clients pour vérifier le respect des règles de rapatri;;;31-12-2015;;Soldé;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Rejets de consommables informatiques;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Application de la procédure de gestion des déchets (déchets consommables informatiques retournés à la DSI pour échange);Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Chute de câbles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Application de la procédure de gestion des déchets, transfert des déchets vers l'aire de stockage avant leur récupération par la DAL pour leur vente aux clients ciblés;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Rejets des emballages, encombrements;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Contrôle opérationnel par le CI, nettoyage des sites par les prestataires et fournisseurs après les travaux;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Encombrement des sites par du matériel déposé ou hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Application de la procédure de gestion des déchets, transfert des déchets vers l'aire de stockage avant leur récupération par la DAL pour leur vente aux clients ciblés;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Groupe électrogène;1;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;Acquisition de groupe électrogène à déagement limité;Préventif;Manuelle;;;;;;;4;2;8;1
Thiaroye;Intervention;Groupe électrogène;1;;Dégagement de NOx SO2 particules fines (GE);Normal;Pollution de l'air;Air;;Mise en place d'un entretien du GELes groupes sont dans des locaux dédiésElevation et orientation des tuyaux d'échappement;Préventif;Manuelle;;;;;;;4;2;8;1
Thiaroye;Intervention;Groupe electrogene, batteries;2;;Cartouche, huile morte, batteries laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure des gestion des déchets, récupération des cartouches par le fournisseur, entretien conduit par l'équipe du du CI équipement et énergie, maintenance du GE par un prestataire, batteries récupérées par la DAL pour vente aux clients ciblés;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Batteries;2;;Fuite d'électrolyte des accumulateurs ou d'un déversement accidentel;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Maintenance préventive assurée par les prestataires chargés d'assurer le nettoyage Remplacement des batteries défectueuses par le fournisseur;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Transformateurs;2;;Bruit des transformateurs;Normal;Nuisance sonore;Etres humains, Faune;;EPI (casque anti bruit) mis à disposition des équipes pour leur protection lors des interventions;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Rdresseurs;2;;Bruit des redresseurs;Normal;Nuisance sonore;Etres humains, Faune;;EPI (casque anti bruit) mis à disposition des équipes pour leur protection lors des interventions;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Communication et sensiblisation du personnel sur les gestes verts;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;Antennes et pylones;2;;Rayonnement électromagnétiques des pylones et antennes (téléphonie mobile et transmission hertzienne);Normal;Risque sur la  santé des Hommes;Etres humains;;Respect des normes d'ingénierie pour l'installation des équipements, prise en charge et traitement des réclamations éventuelles;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Intervention;1;;Fuite d'eau;Normal;Surconsommation d'eau;Ressources naturelles;;Communication et sensiblisation du personnel sur les gestes vertsDemande au vigile de fermer le compteur d'eau en cas de fuite dans un endroit inaccessible hors des heures de bureauChangement des robinets en robinet poussoirRonde des vigiles pour s'assurer que tous les robinets sont fermés;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Exploitation;Supervision du réseau;1;;Bruit des serveurs;Normal;Nuisance sonore;Etres humains, Faune;;Serveurs dans des salles fermées;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Exploitation;Supervision du réseau;1;;Bruit des équipements (Supervision);Normal;Nuisance sonore;Etres humains, Faune;;Equipements Supervision dans des salles fermées;Préventif;Manuelle;;;;;;;2;2;4;2
