Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email du Porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Commercial;Image;Ressources Humaines;Juridique;Criticité;Maturité CI
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Véhicule déposée sans demande de travail;;;;;;;;Traitement par anticipation au besoin en attendant de recevoir la DT pour remontée de la liasse pour bon de commande au garage;Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le transport;Risque de mauvaise prise en charge des demandes clients internes;Retard de mise à disposition de véhicule pour les missions;;;;;;;;"'- Gestion du pool de véhicules pour les missions: joindre l'ordre de mission à la demande de véhicules. Traitement des demandes par ordre d'arrivée et par priorité si les demandes dépassent les capacités
- Planning mensuel de suivi des véhicules: direction/objet mission/ date départ et arrivée
- Recours au parc de DVRI ou du garage en cas d'indisponibilité des véhicules du pool ou location pour les cas d'urgence
 - les utilisateurs ot un délai de 72hrs pour envoyer les demandes";Préventif;Manuelle;3;1;1;;;1;;3;1
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de non fiabilité de l'information financière;Non mise à jour du fichier des immobilisations;;;;;;;;- Un recensement (quantitatif) du matériel est effectué 1 fois dans l'année et l'étiquetage est complété en même temps avec DFC- Chaque année un rapprochement est réalisé entre fichier de DAL/ Oracle par GPI- Les PV de recette (lignes d'inventaire)  sur l;Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de non fiabilité de l'information financière;Sur / sous-évaluation de la valeur d’un bâtiment dans les comptes (réhabilitation);;;;;;;;"'- Transfert des lignes d'inventaire sur la réhabilitation des bâtiments à la DFC
- La certification des factures permet de détecter les omissions éventuelles";Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de non fiabilité de l'information financière;Immobilisation d’un bien loué;;;;;;;;"'- Mode opératoire de gestion des immobilisations (MO-079)
- transmission des lignes d'inventaire sur les immobilisations à la comptabilité";Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'engagement de la responsabilité civile et/ou pénale de Sonatel;Occupation illégale de SONATEL d'un site appartenant à un tiers;;;;;;;;Identification des sites avec titres et sans titres. Engagement de prestataires pour faire les démarches nécessaires auprès des communes pour l'obtention de délibérations. En cas de litige, gestion par DRJ;Détectif;Manuelle;1;2;1;;;;2;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expropriation;Non sécurisation des titres de propriétés;;;;;;;;- Titre original archivés par DFC/FISC dans un coffre fort- Conservation numérique d'une copie dans Alpha (serveur dédié)- Demande de réquisition auprès des domaines pour détenir l'état des droits réels  - Programme annuel de régularisation foncière : rec;Préventif;Manuelle;1;1;1;;1;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expropriation;Non respet des conditions d'acquisition de biens immobiliers;;;;;;;;Procédure d'acquisition de terrains en ligne. Acquisition de biens immobiliser devant notaire.;Préventif;Manuelle;1;1;1;;1;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expropriation;Non renouvellement des baux dans les délais;;;;;;;;"'- Tous les titres de propriété sont disponibles. 
 - Programme annuel pour transformer les délibérations des mairies en TF
- Acte administratif obtenu dans le rural avant installation des sites (délibération).
- Suivi des formalités par notaires. Acte de vente notarié donne accès à l'état des droits réels.
 - Programme annuel de régularisation foncière";Préventif;Manuelle;1;1;1;;1;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expropriation;Non détention des titres de propriété;;;;;;;;- Tous les titres de propriété sont disponibles.  - Programme annuel pour transformer les délibérations des mairies en TF- Acte administratif obtenu dans le rural avant installation des sites (délibération).- Suivi des formalités par notaires. Acte de ven;Préventif;Manuelle;1;1;1;;1;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de fraude;Dépouillement du bâtiment (à louer) de tout objet de valeur inclus dans le prix de vente juste avant la signature;;;;;;;;Commission de recette des bâtimentsSignature d'un PV de recette avec un état des lieux (avant signature des contrats et après);Préventif;Manuelle;1;2;2;;;;;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de fraude;Vente d'un bien immobilier sans l'autorisation de la société;;;;;;;;Conservation des titres fonciers par DFC/Fisc. Vente par acte notarié exigeant l'autorisation de la vente par la DG. Lettre du DG autorisant la vente soumise au notaire;Préventif;Manuelle;1;2;2;;;;;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de fraude;Achat d'un bien immobilier pour Sonatel auprès d'une personne non habilitée;;;;;;;;"Application de la Procédure d'acquisition 
Achat notarié pour tout bien immobilier supérieur  10millions devant notaire qui demande des droits réels du bien immobilier
Pour des biens immo inférieurs à 10 millions, il est prévu que ce soit validé par DAL";Préventif;Manuelle;1;2;2;;;;;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de fraude;Sous location de bureaux à l'insu de la DAL;;;;;;;;"Gestion des surfaces: la surface affectée à chaque catégorie d'agents est définie dans le PSD 
Refacturation des charges locatives aux filiales en cas de partage de bâtiment pour lequel le contrat de location est au nom de Sonatel
Le service DAL/IMMOTR/ESP veille au respect du PSD
Certaines structures ont la possibilité de louer des espaces à travers le budget sans passer par la DAL";Préventif;Manuelle;1;2;2;;;;;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de fraude;Occupation illégale d'un site de SONATEL;;;;;;;;"Voir dispositif de gestion des litiges par DRJ 
Tous les bâtiments de Sonatel sont occupés
Etude en cours pour les sites de DV qui vont être libérés dans le cadre du plan de transformation";Détectif;Manuelle;1;2;2;;;;;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque de fraude;Sur / sous-évaluation de la valeur d’un bâtiment à l'achat;;;;;;;;"Application de la Procédure d'acquisition de terrain
Consulation/ dépouilllement/ négociation en fonction des prix de référence de la localité (en CA si le montant>50millions)
Intervention d'expert en immobilier pour apprécier le prix du bâtiment
Négociation par les acheteurs
Demande d'offre aux propriétaires pour les achats ciblés";Préventif;Manuelle;1;2;2;;;;;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expulsion;Non paiement de loyer;;;;;;;;"'Paiement d'avance des loyers administratifs (trimestriel) et des sites BTS(semestriel)
Seule exception: le site des Arcades qui et payé annuellement
DFC en copie des contrats de baux enregistrés dans la base";Préventif;Manuelle;2;2;1;2;2;;;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expulsion;Non reconduction de contrat dans les délais ou rupture abusive de contrat;;;;;;;;- contrat à tacite reconduction- Délai  de préavis lors de la résiliation de 6 mois de la part du propriétaire et 2 mois pour Sonatel           -Recherche de site avant de faire la demande de résiliation- notification par voie d'huissier des résiliations ;Préventif;Manuelle;2;2;1;2;2;;;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expulsion;rupture de contrat par les billeurs BTS: prise en charge tardive ou absence de prise en charge des réclamations des bailleurs des sites BTS;;;;;;;;"'transmission des réclamations des bailleurs des sites BTS reçues à DI et DINT pour traitement
Suivi hebdo des réclamations des bailleurs des sites BTS entre DAL, DI et DINT";Préventif;Manuelle;2;2;1;2;2;;;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Gérer le patrimoine immobilier;Risque d'expulsion;Paiement tardif des loyers aux bailleurs des sites BTS;;;;;;;;'Paiement semestriel des bailleurs des sites BTS;Préventif;Manuelle;2;2;1;2;2;;;3;2
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de corruption;Corruption/pot de vin :acceptation par l'acheteur d'avantages (ex:dessous-de-table financiers, divertissements fournis ...) d’un fournisseur afin d’influencer son jugement;;;;;;;;"- Charte de l'acheteur précise le montant des cadeaux et les conditions d'acceptation (information du N+1)
- Traitement en commision de bout en bout de la consultation:
'- le CDC est envoyé par le demandeur au CA pour validation 
- Lancement des consultat";Préventif;Manuelle;1;4;4;;4;2;4;4;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de corruption;Acceptation d'avantages/pots de vin pour avantager un fournisseur;;;;;;;;"Existence d'une charte ethique du groupe
Existence d'une charte de déontologie notamment sur les achats
Existence d'une note sur les cadeaux
Choix des fournisseurs de façon collegiale en comission";Préventif;Manuelle;1;4;4;;4;2;4;4;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de dépendance vis-à-vis d'un fournisseur;Exclusivité de certains fournisseurs sur des produits ou services (spéculation sur le prix, etc..);;;;;;;;"Veille fournisseur effectuée (recherche de nouveau fournisseurs à agréer)
Reception de demandes d'agrément
Renouvellement des consultations tous les trois ans
Existence d'une base globale de fournisseur dans Oracle qui est revue tous les 18 mois

'- Autorisation spéciale de dépassement sur les tarifs pour les sites stratégiques sans site de remplacement";Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de divulgation d’informations confidentielles ;Communication des prix des concurrents dans le cadre d'une consultation;;;;;;;;"Toutes les offres sont déposées au niveau du secretariat et l'ouverture se fait devant la commission
Les offres envoyés par mail sont codés et le code est envoyé au moment de l'ouverture
Existence d'une charte d'ethique et d'une charte de déontologie";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de divulgation d’informations confidentielles ;Divulgation du budget d'un achat;;;;;;;;"Seul les membres de la commission connaissent le budget d'un achat
Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel
";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de divulgation d’informations confidentielles ;Communication des noms et contacts des membres de la commission technique aux fournisseurs;;;;;;;;"Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de fraude;Conflit d'intérêt (choix par l'acheteur d'un fournisseur pour des raisons particulières);;;;;;;;"- le Comité achat valide la liste des fournisseurs à consulter
- les lettres de consultation sont signées par DAL
- une commision d'ouverture des offres est tenue pour tous les achats. La commission est présidée par DAL avec la présence du prescripteur, d";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de fraude;Collusion de plusieurs fournisseurs qui coordonnent leurs offres (entente);;;;;;;;"Les offres des fournisseurs ne sont pas divulguées à l'ouverture des plis
les fournisseurs ne sont pas présents à l'ouverture des plis
La liste des fournisseurs consultés dans le cadre d'un achat est confidentielle";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de fraude;Communication des prix des concurrents dans le cadre d'une consultation moyennant contrepartie;;;;;;;;"Toutes les offres sont déposées au niveau du secretariat et l'ouverture se fait devant la commission
Les offres envoyés par mail sont codés et le code est envoyé au moment de l'ouverture
Existence d'une charte d'ethique et d'une charte de déontologie";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de fraude;Divulgation du budget d'un achat moyennant contrepartie;;;;;;;;"Seul les membres de la commission connaissent le budget d'un achat
Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Gérer l'immobilier et le transport;Gérer l'immobilier et le transport;SNT DAL \ IMMO-TR;Consulter les fournisseurs;Risque de fraude;Communication des noms et contacts des membres de la commission technique aux fournisseurs moyennant contrepartie;;;;;;;;"Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Contraintes budgétaires;;;;;;;;- Dans la pondération des critères d'achat, l'accent est mis sur la qualité pour les nouvelles acquisitions (produit acheté pour la première fois) et sur le prix et les délais pour les achats récurrents : les critères d'achat sont définis dans les cahiers;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Inadéquation charge/ capacité (insuffisance RH);;;;;;;;Déficit de RH évalué à 2 acheteurs : la demande a été transmise à la DRH et les avis de vacance publiés;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Inexhaustivité de la collecte des besoins d'achat;;;;;;;;"Rencontre des différents clients (DMGP, DV, DRPS) en début d'année pour la collecte des besoins
 Planification des achats en relation avec la structure 
Anticipation sur la signature des contrats pour les domaines standards et récurrents";Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Qualification inadéquate des fournisseurs;;;;;;;;"- Implémentation de fournisseurs CSC (contrats signés par Orange Groupe) 
- Demande d'informations envoyées aux fournisseurs
- Visites des fournisseurs
 - Évaluation des fournisseurs  par APP";Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Anticipation insuffisante des besoins d'achat;;;;;;;;"- Planification en début d'année des achats récurrents avec les CR demandeurs - commandes planifiées 
- Suivi hebdomadaire des dossiers d'achat (contrat cadre) 
- Des contrats cadres avec les fournisseurs sont élaborés en collaboration avec les utilisateu";Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Priorisation non efficiente des dossiers d'achats;;;;;;;;- Planification prévisionnelle des dossiers d'achat  - Priorisation des achats lors de la planification selon les besoins des prescripteurs- en cas d'urgence la priorisation est fonction de la date de l'évènement;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Erreur de production par les fournisseurs de carte;;;;;;;;"'- classement des BAT dans un endroit sécurisé et séparation des anciens et des nouveaux BAT par le marketing
- signature du BAT par le marketing
- confirmation du visuel avant démarrage de la production
- Point de contrôle lors des audits fournisseurs
- Traçabilité des erreurs pour réagir dans les délais
- Clauses de confidentialité dans le contrat avec les fournisseurs";Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Connaissance insuffisante des produits par les acheteurs;;;;;;;;"- Participation des acheteurs au workshop (présentation des fournisseurs)
- Demande d'informations complémentaires auprès des prescripteurs et du groupe au besoin
- Avant tout achat, les acheteurs font des recherches pour s'informer sur les produits
-Form";Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Compétence inadaptée des acheteurs;;;;;;;;- Les nouvelles recrues sont inscrites à des formations dans la mesure du possible :  formation des acheteurs dispensée chaque année par FT (7 steps)- Les nouvelles recrues sont coachées;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Analyse des besoins utilisateurs insuffisante ou inexistante;;;;;;;;- Validation du CDC par CA ou département - soutien d groupe au besoin pour une meilleure orientation- appréciation de l'opportunité par le CGE;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Retard de prise en charge des besoins d'achat;;;;;;;;Existence d'une procédure de traitement des demandes d'achat. Élaboration du planning de traitement des besoins des structures Tableau de suivi des dossiers. Un indicateur sur le délai de traitement des besoins d''achat est suivi ainsi que sur la durée d'établissement du Procés Verbal d'Adjudication;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Non prise en compte des besoins d'achat;;;;;;;;- circularisation des clients internes pour la remontée de leurs besoins récurrents lors de l'élaboration du budget par Immo-TR- Budget centralisé- anticipation des achats sur la base des plannings remontés par les prescripteurs- Suivi hebdomadaire du pla;Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque d'achat non-conforme;Compréhension insuffisante des besoins d'achat;;;;;;;;"- Accompagnement des structures dans la rédaction des cahiers de charges ou revue collégiale en CA ou département
 - Etude de l'expression des besoins faites par le client interne  
 - Confirmation du besoin avec le prescripteur
 - Consultation avec au mo";Préventif;Manuelle;2;2;1;2;2;;1;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de dépendance vis-à-vis d'un fournisseur;Absence de challenge des fournisseurs;;;;;;;;"- Demandes de cotation même en cas d'existence d'accord cadre 
- Existence de 2 à 3 fournisseurs par domaine dans le périmètre d'achat de DAL/MCG";Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de divulgation d’informations confidentielles ;Diffusion non contrôlée d'informations sensibles (stratégie, client, achat, réseau, offre, fournisseurs, personnel);;;;;;;;"Existence d'une charte d’éthique et d'une charte de déontologie. 
Existence d'un règlement intérieur sur la violation du secret professionnel
Restriction de la diffusion du rapport technique aux personnes concernées";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Conformité des clauses contractuelles;;;;;;;;"- Validation collégiale contrat avec tous les acteurs du contrat- soutien de Orange- 
- validation et codification par DRJ
- entente sur les conditions lors de l'adjudication- relecture après modifications du fournisseur avant transmission à DRJ- signatur";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Insuffisance dans la gestion du cycle de vie des contrats (renouvellement, avenant, etc);;;;;;;;Fichier de suivi des contrats en cours :  date d'effet- Tous les contrats échoient au 31 décembre- gestion portefeuille  par acheteur - Relances des BU à partir de Octobre durant des séances avec compte-rendu Déploiement en cours de Sprint;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Non exhaustivité des dossiers d'achat;;;;;;;;"Vérification de la complétude (demande, consultation, PV ouverture …) par les chefs de service et le chef de département et rejet des dossiers en cas d'incomplétude
 Archivage physique et dans le sharepoint DAL des dossiers d'achat constitué par l'acheteur: consultation, CDC, PVO (Procès verbal d'Ouverture), rapport technique, PVA et contrat
Existence d'une check-list pour les éléments constitutifs d'un dossier d'achat";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Défaut de conservation physique des dossiers d'achat;;;;;;;;Conservation des dossiers d'achat dans les bureaux/armoires Archivage des dossiers d'achat dans un sharepoint dédié à la DAL Déploiement en cours de Sprint;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Non conformité des clauses contractuelles;;;;;;;;- Validation collégiale du contrat avec tous les acteurs du contrat- soutien de FT- validation et codification par DRJ- entente sur les conditions lors de l'adjudication- relecture après modifications du fournisseur avant transmission à DRJ- signature du ;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Insuffisances dans les clauses contractuelles;;;;;;;;"Validation contrat : A la suite des négociations et après accord du fournisseur, du prescripteur, de la DRJ et de la DFC. Le projet de contrat est soumis à la DRJ pour validation. DRJ établi sous format pdf et codifie par DRJ en trois exemplaires et transmis au DG par le biais d'une lettre de transmission signée par DAL pour signature. Une fois signé des deux parties un exemplaire du contrat est transmis à la DFC, la direction utilisatrice, la DRJ (original), au fournisseur (original) et à AG (copie), APP (original) pour classement. 
Relecture et soumission à la DRJ des contrats revus par les fournisseurs
Saisie des contrats dans la base AGED: 'La saisie des contrats dans la base AGED de Oracle est réservée à l'acheteur qui dispose d'un profil dédié à cette tâche.";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des contrats;Non respect de la procédure;;;;;;;;Validation du dossier d'achat par le chef de département MCG : Liste des fournisseurs à consulter, commission d'ouverture des offres présidée par le chef de département et signature du PVA par le DAL ou DGA et DG en fonction des montants;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des coûts;Non prise en compte des coûts induits (ex: consommables) lors de l'achat ;;;;;;;;Sélection des offres sur la base du TCO coût total de possession sur 5 ans (capex + opex ) si nécessaire.;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des coûts;Challenge insuffisant des offres des fournisseurs;;;;;;;;"- Anticipation de certaines commandes pour bénéficier de réduction substantielle
- Négociation des termes de paiement en fonction des règles de gestion
- Prix de référence de l'année N-1
- Négociation des propositions pour atteindre l'objectif annuel de 5";Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des coûts;Défaut de clarté du contrat avec le fournisseur sur les clauses d'obligations;;;;;;;;Tous les contrats sont audités, validés et codifiés par DRJ qui s'assure de l'exhaustivité des clauses d'obligations. Tous les contrats d'achats généraux sont revus et paraphés par le chef de Dept AGS et le DAL;Préventif;Manuelle;2;1;1;;1;;2;3;2
